,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Reserve,"3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000","3,500,000",
,Community,"200,000","200,000","200,000","279,167","358,333","437,500","516,667","595,833","675,000","754,167","833,333","912,500","991,667","1,070,833","1,150,000","1,229,167","1,308,333","1,387,500","1,466,667","1,545,833","1,625,000","1,704,167","1,783,333","1,862,500","1,941,667","2,020,833","2,100,000","2,179,167","2,258,333","2,337,500","2,416,667","2,495,833","2,575,000","2,654,167","2,733,333","2,812,500","2,891,667","2,970,833","3,050,000","3,129,167","3,208,333","3,287,500","3,366,667","3,445,833","3,525,000","3,604,167","3,683,333","3,762,500","3,841,667","3,920,833","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000",
,Foundation,"200,000","200,000","200,000","279,167","358,333","437,500","516,667","595,833","675,000","754,167","833,333","912,500","991,667","1,070,833","1,150,000","1,229,167","1,308,333","1,387,500","1,466,667","1,545,833","1,625,000","1,704,167","1,783,333","1,862,500","1,941,667","2,020,833","2,100,000","2,179,167","2,258,333","2,337,500","2,416,667","2,495,833","2,575,000","2,654,167","2,733,333","2,812,500","2,891,667","2,970,833","3,050,000","3,129,167","3,208,333","3,287,500","3,366,667","3,445,833","3,525,000","3,604,167","3,683,333","3,762,500","3,841,667","3,920,833","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000","4,000,000",
,Incentivisation,"252,679","430,357","608,036","785,714","963,393","1,141,071","1,318,750","1,496,429","1,674,107","1,851,786","2,029,464","2,207,143","2,384,821","2,562,500","2,740,179","2,917,857","3,095,536","3,273,214","3,450,893","3,628,571","3,806,250","3,983,929","4,161,607","4,339,286","4,516,964","4,694,643","4,872,321","5,050,000","5,227,679","5,405,357","5,583,036","5,760,714","5,938,393","6,116,071","6,293,750","6,471,429","6,649,107","6,826,786","7,004,464","7,182,143","7,359,821","7,537,500","7,715,179","7,892,857","8,070,536","8,248,214","8,425,893","8,603,571","8,781,250","8,958,929","9,136,607","9,314,286","9,491,964","9,669,643","9,847,321","10,025,000","10,202,679","10,380,357","10,558,036","10,735,714","10,913,393","11,091,071","11,268,750","11,446,429","11,624,107","11,801,786","11,979,464","12,157,143","12,334,821","12,512,500","12,690,179","12,867,857","13,045,536","13,223,214","13,400,893","13,578,571","13,756,250","13,933,929","14,111,607","14,289,286","14,466,964","14,644,643","14,822,321","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",
,Staking Vesting,"1,256,250","1,612,500","1,968,750","2,325,000","2,681,250","3,037,500","3,393,750","3,750,000","4,106,250","4,462,500","4,818,750","5,175,000","5,531,250","5,887,500","6,243,750","6,600,000","6,956,250","7,312,500","7,668,750","8,025,000","8,381,250","8,737,500","9,093,750","9,450,000","9,806,250","10,162,500","10,518,750","10,875,000","11,231,250","11,587,500","11,943,750","12,300,000","12,656,250","13,012,500","13,368,750","13,725,000","14,081,250","14,437,500","14,793,750","15,150,000","15,506,250","15,862,500","16,218,750","16,575,000","16,931,250","17,287,500","17,643,750","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000","18,000,000",
,Liquidity Pool,"2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111","2,111,111",
,CUMULATIVE SUM,"11,832,540","12,989,153","14,145,767","15,460,714","16,775,661","18,090,608","20,574,537","23,058,466","25,542,394","28,026,323","30,325,066","32,623,810","34,922,553","37,221,296","39,520,040","41,818,783","44,117,526","46,416,270","48,715,013","51,013,757","53,312,500","55,611,243","57,909,987","60,208,730","62,174,140","64,139,550","66,104,960","68,070,370","70,035,780","72,001,190","73,249,008","74,496,825","75,744,643","76,992,460","78,240,278","79,488,095","80,735,913","81,983,730","83,231,548","84,479,365","85,727,183","86,975,000","87,667,262","88,359,524","89,051,786","89,744,048","90,436,310","91,128,571","91,464,583","91,800,595","92,136,607","92,314,286","92,491,964","92,669,643","92,847,321","93,025,000","93,202,679","93,380,357","93,558,036","93,735,714","93,913,393","94,091,071","94,268,750","94,446,429","94,624,107","94,801,786","94,979,464","95,157,143","95,334,821","95,512,500","95,690,179","95,867,857","96,045,536","96,223,214","96,400,893","96,578,571","96,756,250","96,933,929","97,111,607","97,289,286","97,466,964","97,644,643","97,822,321","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000","98,000,000",
,Free Supply Usage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Selling / %,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,
,Utility / %,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,
,Holding / %,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
,Incentivisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ecosystem Incentivisation / Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Incentivise,"252,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679","177,679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Incentivise CUM.,"252,679","430,357","608,036","785,714","963,393","1,141,071","1,318,750","1,496,429","1,674,107","1,851,786","2,029,464","2,207,143","2,384,821","2,562,500","2,740,179","2,917,857","3,095,536","3,273,214","3,450,893","3,628,571","3,806,250","3,983,929","4,161,607","4,339,286","4,516,964","4,694,643","4,872,321","5,050,000","5,227,679","5,405,357","5,583,036","5,760,714","5,938,393","6,116,071","6,293,750","6,471,429","6,649,107","6,826,786","7,004,464","7,182,143","7,359,821","7,537,500","7,715,179","7,892,857","8,070,536","8,248,214","8,425,893","8,603,571","8,781,250","8,958,929","9,136,607","9,314,286","9,491,964","9,669,643","9,847,321","10,025,000","10,202,679","10,380,357","10,558,036","10,735,714","10,913,393","11,091,071","11,268,750","11,446,429","11,624,107","11,801,786","11,979,464","12,157,143","12,334,821","12,512,500","12,690,179","12,867,857","13,045,536","13,223,214","13,400,893","13,578,571","13,756,250","13,933,929","14,111,607","14,289,286","14,466,964","14,644,643","14,822,321","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000","15,000,000",
,Ecosystem Incentivisation / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Incentivise,"33,226","16,282","13,815","12,103","10,766","9,116","7,556","6,406","5,553","4,911","4,462","4,113","3,838","3,617","3,443","3,218","3,117","3,044","2,991","2,956","2,934","2,925","2,927","2,939","2,997","3,059","3,127","3,198","3,273","3,351","3,530","3,714","3,898","4,085","4,271","4,457","4,644","4,828","5,013","5,196","5,379","5,560","5,891","6,227","6,563","6,899","7,232","7,565","8,483","9,317","10,155","10,995","11,837","12,675","13,509","14,336","15,152","15,958","16,750","17,530","18,297","19,045","19,781","20,500","21,207","21,897","22,573","23,235","23,882","24,515","25,132","25,737","26,328","26,902","27,465","28,014","28,551","29,074","29,587","30,087","30,575","31,053","31,518","31,973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Airdrops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Airdrops / Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Airdrops,"700,000",0,0,0,0,"700,000",0,0,0,0,0,0,0,0,0,"600,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Airdrops / Cumulative Tokens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Airdrops,"700,000","700,000","700,000","700,000","700,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","1,400,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","2,000,000",
,Airdrops / $,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Airdrops,"92,045",0,0,0,0,"35,916",0,0,0,0,0,0,0,0,0,"10,867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Category Allocations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Selling Series / Token,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Early Backers / Angels,0,0,0,0,0,0,"27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778","27,778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Seed,0,0,0,0,0,0,"62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500","62,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Pre-Sale 1,0,0,0,0,0,0,"100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Pre-Sale 2,0,"55,556","55,556","55,556","55,556","55,556","55,556","55,556","55,556","55,556",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Public Sale,"393,750","131,250","131,250","131,250","131,250","131,250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Founders / Team,0,0,0,0,0,0,"166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667","166,667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Outlier Ventures,0,0,0,0,0,0,"75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Advisors,0,0,0,0,0,0,"50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000","50,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Strategic Partners,"900,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,From Holding Supply of prev. Month,"285,804","642,472","298,175","269,469","277,565","501,016","334,012","378,819","412,138","446,900","484,668","517,293","556,364","597,199","637,679","859,829","745,640","777,115","817,041","857,043","895,823","932,588","968,383","1,002,015","1,034,624","1,052,284","1,070,723","1,090,070","1,107,908","1,125,417","1,141,554","1,128,731","1,122,958","1,117,710","1,113,763","1,110,065","1,107,495","1,105,504","1,102,824","1,101,966","1,101,176","1,101,173","1,101,151","1,079,510","1,063,975","1,049,824","1,037,390","1,025,882","1,015,736","1,021,302","980,849","944,082","912,052","884,443","860,039","838,697","819,719","802,557","787,262","773,255","760,630","749,057","738,030","728,188","718,935","710,388","702,270","694,710","687,556","680,681","674,210","667,960","662,042","656,357","650,715","645,450","640,318","635,397","630,581","625,946","621,438","617,012","612,732","608,527","551,148","539,257","530,433","522,291","514,539","507,162","500,085","493,312","486,797","480,501","474,432","468,546","462,850","457,317","451,917","446,675","441,555","436,563","431,677","426,902","422,225","417,636","413,139","408,721","404,385","400,123","395,923","391,800","387,739","383,743","379,804","375,923","372,098","368,324","364,602","360,929",
,SUM,"1,579,554","829,278","484,981","456,274","464,371","687,822","871,512","916,319","949,638","984,400","966,612","999,237","1,038,308","1,079,143","1,119,624","1,341,773","1,227,585","1,259,060","1,298,985","1,338,988","1,377,767","1,414,532","1,450,327","1,483,959","1,416,569","1,434,228","1,452,668","1,472,015","1,489,853","1,507,361","1,308,220","1,295,398","1,289,624","1,284,376","1,280,429","1,276,732","1,274,162","1,272,170","1,269,490","1,268,633","1,267,843","1,267,839","1,101,151","1,079,510","1,063,975","1,049,824","1,037,390","1,025,882","1,015,736","1,021,302","980,849","944,082","912,052","884,443","860,039","838,697","819,719","802,557","787,262","773,255","760,630","749,057","738,030","728,188","718,935","710,388","702,270","694,710","687,556","680,681","674,210","667,960","662,042","656,357","650,715","645,450","640,318","635,397","630,581","625,946","621,438","617,012","612,732","608,527","551,148","539,257","530,433","522,291","514,539","507,162","500,085","493,312","486,797","480,501","474,432","468,546","462,850","457,317","451,917","446,675","441,555","436,563","431,677","426,902","422,225","417,636","413,139","408,721","404,385","400,123","395,923","391,800","387,739","383,743","379,804","375,923","372,098","368,324","364,602","360,929",
